#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-01-19T16:49:41 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ61e8406795e9	
#INFO	-out.max=unlimited	
#INFO	queryParameters=20	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/640/A1&tab:{J/A+A/640/A1/table1}&key:source=J/A+A/640/A1/table1&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/640/A1/table1
#-order=I
#-out=Cluster
#-out=RA_ICRS
#-out=DE_ICRS
#-out=nbstars07
#-out=pmRA*
#-out=pmDE
#-out=plx
#-out=AgeNN
#-out=AVNN
#-out=DMNN
#-out=DistPc
#

#RESOURCE=yCat_36400001
#Name: J/A+A/640/A1
#Title: Portrait Galactic disc (Cantat-Gaudin+, 2020)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_640_A1_table1:
#Name: J/A+A/640/A1/table1
#Title: Mean cluster parameters
#Column	Cluster	(a17)	Cluster name	[ucd=meta.id.parent]
#Column	RA_ICRS	(F7.3)	[] Mean right ascension of members (ICRS) at Ep=2015.5	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F7.3)	Mean declination of members (ICRS) at Ep=2015.5	[ucd=pos.eq.dec;meta.main]
#Column	nbstars07	(I4)	Number of members with proba over 0.7	[ucd=meta.number]
#Column	pmRA*	(F7.3)	Mean proper motion along RA of members, pmRA*cosDE	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F7.3)	Mean proper motion along DE of members	[ucd=pos.pm;pos.eq.dec]
#Column	plx	(F6.3)	Mean parallax of members	[ucd=pos.parallax.trig]
#Column	AgeNN	(F5.2)	? Age (logt) of the cluster	[ucd=time.age]
#Column	AVNN	(F5.2)	? Extinction Av of the cluster	[ucd=phys.absorption]
#Column	DMNN	(F5.2)	? Distance modulus of the cluster	[ucd=phot.mag.distMod]
#Column	DistPc	(F6)	? Distance in parsecs (converted distance modulus)	[ucd=pos.distance;pos.heliocentric]
Cluster	RA_ICRS	DE_ICRS	nbstars07	pmRA*	pmDE	plx	AgeNN	AVNN	DMNN	DistPc
UBC_199          	067.449	+25.422	  55	  3.007	 -1.769	 0.816	 9.06	 0.93	10.46	  1233
UBC_2            	005.584	+46.532	  23	 -6.374	 -5.022	 1.754	 8.30	 0.18	 8.72	   555
UBC_200          	076.912	+17.585	 124	  0.370	 -2.470	 0.359	 9.10	 0.86	12.13	  2663
UBC_201          	093.356	+15.938	  51	 -0.459	 -0.993	 0.544	 7.98	 1.11	11.16	  1703
UBC_203          	097.793	+15.059	  75	 -0.122	 -1.105	 0.256	 9.04	 1.21	12.45	  3092
UBC_204          	102.371	+12.045	  39	  0.108	 -0.392	 0.199	 7.17	 0.73	13.32	  4607
UBC_206          	093.351	+01.431	  27	 -0.405	 -1.582	 0.517	 8.27	 1.08	11.29	  1807
UBC_207          	083.848	-04.486	  55	  1.086	  0.555	 2.544	 7.18	 0.88	 7.89	   378
UBC_21           	130.455	-20.747	  47	 -6.500	  2.464	 1.118	 8.48	 0.10	 9.82	   919
UBC_210          	097.675	-01.413	  54	  0.011	  1.417	 0.402	 9.11	 1.24	11.83	  2321
UBC_212          	100.957	-00.886	  70	 -0.618	  0.659	 0.335	 9.03	 0.90	12.24	  2798
UBC_214          	105.689	-02.117	  71	 -0.634	 -0.560	 0.324	 8.30	 0.56	12.20	  2756
UBC_215          	100.461	-05.243	  51	 -0.122	 -3.099	 0.683	 8.61	 1.11	10.76	  1419
UBC_216          	100.431	-05.789	  57	 -0.084	 -0.904	 0.825	 7.79	 0.76	10.41	  1209
UBC_217          	108.213	-04.692	  24	 -2.608	  2.146	 0.377	 8.90	 0.36	12.10	  2630
UBC_218          	106.514	-09.163	 163	 -1.175	  0.871	 0.345	 7.49	 1.01	12.16	  2704
UBC_220          	110.650	-17.174	  34	 -1.322	  1.453	 0.330	 8.50	 1.47	12.50	  3157
UBC_221          	114.297	-15.681	  56	 -1.217	  2.821	 0.423	 8.85	 0.99	11.89	  2389
UBC_222          	109.924	-20.841	  31	 -2.691	  2.829	 0.452	 8.63	 0.56	11.72	  2207
UBC_224          	111.415	-20.903	 195	 -2.299	  3.102	 0.326	 7.17	 0.98	12.07	  2592
UBC_225          	106.635	-23.534	  30	 -2.470	  4.412	 0.324	 8.83	 0.44	12.21	  2767
UBC_228          	118.378	-22.392	  40	 -2.260	  2.115	 0.307	 8.91	 0.52	12.31	  2896
UBC_229          	119.270	-22.796	  58	 -2.990	  2.850	 0.376	 8.05	 0.56	12.04	  2554
UBC_230          	114.521	-25.378	  58	 -2.650	  3.201	 0.485	 7.87	 0.68	11.39	  1894
UBC_231          	115.551	-26.305	  35	 -2.263	  2.214	 0.310	 8.07	 0.78	12.31	  2896
UBC_232          	120.070	-24.269	  23	 -2.694	  1.038	 0.293	 8.58	 0.34	12.54	  3228
UBC_233          	112.783	-28.377	  56	 -0.833	  0.720	 0.401	 8.66	 0.59	11.90	  2395
UBC_235          	117.326	-29.349	  31	 -4.254	  2.774	 0.557	 8.04	 0.72	11.15	  1701
UBC_236          	117.653	-29.945	  35	 -2.733	  3.426	 0.280	 7.26	 2.13	12.63	  3356
UBC_237          	118.572	-29.718	  45	 -2.428	  2.097	 0.541	 7.82	 0.90	11.26	  1789
UBC_238          	117.053	-33.703	 120	 -2.118	  3.121	 0.241	 7.29	 3.02	12.72	  3492
UBC_239          	123.763	-30.155	  45	 -3.623	  1.947	 0.467	 8.44	 0.19	11.66	  2147
UBC_240          	121.312	-33.036	  46	 -1.911	  2.281	 0.363	 8.13	 1.05	12.08	  2608
UBC_241          	127.069	-31.007	  43	 -3.011	  3.276	 0.183	 8.25	 0.58	13.21	  4389
UBC_243          	133.864	-40.746	  61	 -4.589	  3.074	 0.459	 8.07	 1.92	11.55	  2044
UBC_245          	129.276	-45.245	  52	 -4.629	  4.294	 0.423	 7.54	 0.92	11.81	  2303
UBC_246          	130.734	-44.932	 271	 -4.429	  2.991	 0.485	 8.50	 1.59	11.63	  2120
UBC_247          	126.678	-50.729	  55	 -5.083	  6.093	 0.854	 7.76	 0.98	10.31	  1152
UBC_249          	136.943	-52.945	  65	 -6.083	  4.249	 0.498	 8.50	 0.48	11.44	  1938
UBC_250          	118.120	-60.373	  25	 -3.502	 10.888	 1.016	 8.52	 0.31	 9.92	   962
UBC_251          	140.447	-51.252	  44	 -4.997	  4.436	 0.484	 7.97	 1.27	11.35	  1865
UBC_252          	139.157	-54.145	 203	 -3.590	  2.671	 0.172	 8.99	 1.00	13.27	  4503
UBC_253          	139.532	-56.015	  38	 -6.079	  5.305	 0.576	 8.35	 0.83	10.98	  1573
UBC_254          	143.659	-54.375	  66	 -5.630	  4.964	 0.525	 8.04	 0.67	11.25	  1781
UBC_255          	128.456	-61.463	  49	 -4.882	  2.831	 1.049	 9.38	 0.00	 9.75	   890
UBC_258          	158.917	-57.615	  51	 -7.237	  3.609	 0.393	 7.61	 0.55	11.92	  2419
UBC_259          	157.621	-60.078	 205	 -5.457	  2.859	 0.377	 8.01	 0.61	11.88	  2377
UBC_26           	285.370	+22.020	  64	  2.049	 -5.176	 1.661	 7.55	 0.76	 8.83	   582
UBC_260          	140.148	-69.885	  20	 -7.755	  8.005	 1.780	 8.37	 0.00	 8.79	   572
UBC_261          	159.520	-60.503	  89	 -5.600	  2.632	 0.222	 7.27	 0.82	12.98	  3953
UBC_262          	160.562	-60.480	  43	 -5.551	  2.599	 0.267	 8.26	 0.55	12.63	  3356
UBC_263          	162.656	-59.992	  70	 -6.396	  2.032	 0.380	 7.40	 1.03	12.01	  2519
UBC_264          	163.166	-60.595	  51	 -5.819	  2.621	 0.333	 8.47	 1.12	12.39	  3000
UBC_266          	166.334	-59.759	 138	 -6.686	  1.698	 0.356	 7.11	 1.17	11.92	  2423
UBC_267          	168.283	-58.901	  95	 -6.016	  1.809	 0.311	 7.11	 0.46	11.92	  2421
UBC_268          	165.349	-63.655	  94	 -6.109	  1.947	 0.230	 9.23	 1.18	12.83	  3675
UBC_269          	166.769	-62.870	  30	 -7.014	  1.647	 0.522	 8.01	 1.14	11.31	  1828
UBC_27           	294.337	+15.589	  65	 -0.827	 -6.226	 0.882	 8.77	 1.47	10.28	  1137
UBC_270          	169.813	-59.552	  51	 -6.333	  1.122	 0.389	 8.21	 0.67	12.03	  2543
UBC_272          	168.099	-62.284	  57	 -5.817	  1.561	 0.397	 7.97	 1.14	12.00	  2513
UBC_273          	170.302	-60.568	  31	 -6.328	  1.131	 0.428	 7.66	 0.73	11.71	  2197
UBC_275          	167.723	-65.714	  26	 -5.552	  2.311	 0.214	 8.34	 1.31	13.08	  4136
UBC_276          	172.884	-60.766	  79	 -7.361	  1.840	 0.184	 8.96	 1.07	13.10	  4166
UBC_277          	174.042	-59.460	  58	 -6.503	  1.618	 0.530	 8.01	 1.05	11.32	  1834
UBC_279          	173.443	-66.087	  51	 -7.296	  2.034	 0.621	 8.47	 0.77	11.04	  1614
UBC_280          	177.923	-62.646	  85	 -5.630	  0.662	 0.398	 7.71	 0.61	11.86	  2350
UBC_281          	178.121	-64.593	  23	 -5.587	  0.208	 0.365	 7.54	 0.95	11.92	  2417
UBC_282          	180.169	-60.504	  79	 -6.339	  0.661	 0.299	 8.10	 1.31	12.44	  3072
UBC_283          	179.651	-68.683	  26	 -8.965	 -0.793	 0.693	 8.50	 0.48	10.68	  1366
UBC_284          	184.283	-62.952	 170	 -7.190	 -1.335	 0.504	 9.20	 0.94	11.35	  1865
UBC_285          	184.671	-65.420	  67	 -6.242	 -0.711	 0.568	 7.79	 0.45	11.08	  1647
UBC_286          	187.364	-62.447	  73	 -6.160	 -0.403	 0.435	 7.76	 1.59	11.80	  2291
UBC_287          	189.765	-61.272	  68	 -4.749	 -0.734	 0.433	 7.37	 1.82	11.86	  2352
UBC_289          	191.193	-61.154	  63	 -4.278	 -0.082	 0.472	 8.14	 1.28	11.51	  2007
UBC_290          	191.949	-59.381	 118	 -5.892	 -0.293	 0.595	 8.28	 0.62	11.03	  1605
UBC_291          	199.091	-63.436	  52	 -5.624	 -1.586	 0.307	 7.40	 1.78	12.35	  2944
UBC_292          	200.201	-61.258	  84	 -3.641	 -1.656	 0.431	 7.84	 0.97	11.68	  2170
UBC_293          	202.711	-61.775	  80	 -4.434	 -1.714	 0.291	 7.30	 1.62	12.59	  3293
UBC_294          	204.258	-58.073	  52	 -8.558	 -2.312	 0.617	 8.90	 0.98	11.00	  1586
UBC_295          	207.554	-60.399	  55	 -4.487	 -1.540	 0.578	 8.70	 0.95	11.18	  1717
UBC_296          	216.202	-61.046	  33	 -3.678	 -2.233	 0.476	 8.40	 1.29	11.52	  2016
UBC_297          	218.081	-62.222	  42	 -6.779	 -3.923	 0.327	 8.55	 2.11	12.17	  2717
UBC_298          	217.559	-59.815	  61	 -5.556	 -3.807	 0.379	 7.69	 1.72	12.00	  2511
UBC_299          	219.644	-62.153	  60	 -3.445	 -1.717	 0.317	 8.47	 1.96	12.19	  2739
UBC_3            	283.799	+12.326	  29	 -0.576	 -1.331	 0.554	 8.10	 0.98	11.16	  1704
UBC_300          	222.958	-65.308	  70	 -3.241	 -2.041	 0.509	 8.62	 1.71	11.37	  1883
UBC_301          	219.490	-58.996	  32	 -5.544	 -2.734	 0.595	 8.37	 1.16	11.16	  1704
UBC_302          	220.122	-55.385	  24	 -4.835	 -4.151	 0.838	 8.76	 0.92	10.38	  1192
UBC_303          	221.850	-56.255	  77	 -4.856	 -3.864	 0.537	 8.85	 1.39	11.19	  1726
UBC_307          	239.415	-57.265	  82	 -1.999	 -2.644	 0.321	 9.06	 1.39	12.19	  2747
UBC_31           	061.146	+32.532	  84	  3.803	 -5.468	 2.723	 7.42	 0.18	 7.67	   341
UBC_310          	244.473	-53.527	 190	 -0.684	 -2.192	 0.302	 9.08	 1.02	12.17	  2722
UBC_312          	244.235	-50.721	  44	 -0.345	 -2.242	 0.330	 8.90	 1.79	12.00	  2516
UBC_313          	246.139	-51.932	  61	 -3.093	 -4.325	 0.300	 7.78	 1.25	12.55	  3231
UBC_314          	243.386	-50.128	 102	 -1.897	 -5.401	 0.597	 9.49	 1.79	11.08	  1646
UBC_315          	246.376	-47.935	  90	 -2.716	 -3.775	 0.430	 8.57	 2.29	11.76	  2252
UBC_316          	248.751	-47.992	  35	 -3.032	 -3.153	 0.581	 8.73	 2.20	11.15	  1697
UBC_317          	250.650	-47.894	  38	 -3.150	 -4.632	 0.427	 8.51	 2.02	11.69	  2179
UBC_318          	251.144	-47.577	 236	 -0.928	 -2.223	 0.329	 7.05	 1.83	12.23	  2795
UBC_319          	249.699	-44.755	  75	 -0.759	 -2.722	 0.719	 8.20	 1.40	10.62	  1329
UBC_32           	279.312	-14.096	  60	 -1.768	 -9.279	 3.563	 8.14	 0.55	 7.24	   280
UBC_320          	251.403	-44.448	 111	 -0.651	 -0.987	 0.322	 7.25	 2.48	12.46	  3099
UBC_321          	251.906	-44.536	 145	 -1.556	 -3.117	 0.368	 9.12	 2.00	11.91	  2404
UBC_322          	255.213	-44.184	  84	 -0.707	 -1.731	 0.345	 8.30	 3.13	12.22	  2780
UBC_323          	253.940	-40.729	 267	 -0.232	 -1.280	 0.575	 6.95	 0.72	10.88	  1496
UBC_324          	255.954	-38.465	 129	 -3.280	 -3.781	 0.501	 8.90	 1.83	11.30	  1815
UBC_326          	258.155	-36.056	  69	 -1.113	 -2.806	 0.569	 8.42	 2.30	10.97	  1566
UBC_33           	007.360	+60.498	  43	 -0.928	 -0.443	 0.627	 8.14	 1.54	11.00	  1586
UBC_334          	265.570	-30.731	 228	 -0.731	 -1.287	 0.613	 7.30	 3.06	11.15	  1695
UBC_336          	267.980	-27.850	  22	  0.736	  0.156	 0.310	     	     	     	
UBC_337          	271.722	-24.649	  40	  0.482	 -0.711	 0.566	 7.62	 2.49	11.10	  1659
UBC_338          	271.535	-24.233	  38	  0.020	 -1.765	 0.601	 8.37	 2.14	11.02	  1600
UBC_339          	271.308	-23.308	  19	  0.559	 -0.585	 0.386	 9.00	 1.65	11.85	  2346
UBC_340          	270.774	-22.649	  27	  0.723	 -2.553	 0.702	 8.63	 1.79	10.71	  1383
UBC_341          	276.464	-17.076	  94	 -0.220	 -1.487	 0.478	 7.34	 2.59	11.51	  2005
UBC_342          	273.914	-14.925	  66	 -0.171	 -1.043	 0.605	 7.15	 1.56	11.00	  1585
UBC_343          	276.989	-14.720	 124	 -0.711	 -2.685	 0.472	 7.30	 1.68	11.74	  2229
UBC_344          	274.475	-12.083	 314	 -0.331	 -2.168	 0.466	 6.54	 3.02	11.42	  1919
UBC_345          	276.005	-12.256	  43	 -0.452	 -1.706	 0.472	 7.16	 3.38	11.51	  2005
UBC_346          	276.039	-10.623	  31	  2.888	 -1.074	 0.621	 9.02	 1.66	10.94	  1543
UBC_347          	276.722	-10.968	  20	 -1.404	 -4.909	 0.721	 8.93	 2.30	10.80	  1443
UBC_349          	280.081	-07.027	 149	 -0.514	 -1.670	 0.381	 8.31	 1.35	11.91	  2411
UBC_350          	284.360	-08.936	  26	  0.788	  0.642	 0.559	 8.37	 0.99	10.98	  1566
UBC_352          	281.220	-05.849	  75	 -1.402	 -3.641	 0.262	 6.84	 2.22	12.81	  3653
UBC_353          	280.854	-03.735	  31	 -0.620	 -2.152	 0.438	 7.47	 3.00	11.69	  2179
UBC_354          	282.378	-04.386	  22	  1.246	  0.129	 0.540	 8.30	 2.38	11.36	  1869
UBC_355          	281.923	-03.817	  42	 -0.692	 -1.899	 0.451	 7.39	 2.45	11.33	  1843
UBC_356          	288.853	-04.203	  30	 -0.650	 -4.938	 0.921	 8.01	 1.35	10.06	  1026
UBC_357          	284.743	-00.237	  65	 -1.888	 -4.076	 0.288	 6.82	 3.05	12.46	  3100
UBC_359          	284.793	+10.342	  47	 -2.465	 -4.626	 0.274	 7.93	 3.02	12.33	  2921
UBC_36           	016.487	+59.632	  27	 -1.166	 -0.406	 0.471	 8.73	 1.00	11.55	  2042
UBC_360          	292.533	+10.659	  20	 -1.609	 -4.748	 0.314	 8.44	 1.63	12.22	  2777
UBC_361          	290.003	+15.159	  42	 -1.712	 -5.245	 0.631	 7.56	 1.75	10.84	  1474
UBC_363          	299.274	+31.867	  69	 -3.690	 -6.257	 0.219	 7.81	 2.40	12.68	  3429
UBC_364          	306.276	+29.740	  36	 -2.093	 -6.526	 0.550	 8.51	 1.66	11.40	  1902
UBC_365          	303.314	+34.364	  83	 -2.282	 -5.293	 0.294	 7.62	 2.31	12.38	  2998
UBC_366          	299.841	+37.204	  22	 -1.204	 -2.233	 0.529	 8.58	 0.83	11.27	  1797
UBC_367          	302.357	+36.470	  25	 -2.579	 -5.098	 0.322	 7.34	 1.73	12.36	  2962
UBC_368          	302.847	+36.512	  37	 -2.601	 -5.769	 0.431	 7.35	 1.12	11.58	  2074
UBC_370          	303.863	+36.891	  20	 -3.334	 -5.094	 0.296	 7.52	 2.02	12.46	  3099
UBC_371          	305.886	+36.099	  60	 -2.390	 -4.336	 0.524	 7.61	 2.35	11.22	  1754
UBC_372          	302.375	+38.291	  40	 -2.601	 -4.885	 0.255	 8.06	 1.90	12.55	  3230
UBC_373          	306.874	+37.665	  20	 -0.627	 -3.624	 0.788	 7.81	 2.88	10.40	  1201
UBC_374          	305.698	+38.939	  44	 -0.715	 -3.022	 0.617	 9.11	 2.13	11.07	  1637
UBC_375          	304.574	+40.063	  32	 -3.422	 -5.224	 0.558	 8.03	 2.56	11.08	  1646
UBC_376          	307.511	+46.161	  31	 -2.479	 -3.394	 0.367	 7.48	 2.64	12.06	  2581
UBC_377          	314.906	+45.861	  23	 -2.943	 -2.803	 0.320	 7.68	 1.28	12.26	  2830
UBC_378          	311.560	+48.828	  29	 -2.667	 -3.936	 0.652	 8.43	 1.65	10.85	  1480
UBC_379          	313.264	+48.538	  31	 -2.531	 -2.442	 0.364	 7.26	 2.56	12.05	  2566
UBC_380          	317.710	+47.705	  18	 -1.003	 -1.742	 0.437	 7.90	 0.92	11.45	  1949
UBC_381          	316.250	+48.726	  18	 -0.415	 -2.190	 0.440	 8.52	 1.32	11.68	  2164
UBC_382          	325.001	+49.305	  24	 -3.470	 -4.863	 0.424	 8.34	 0.82	11.81	  2298
UBC_383          	330.720	+49.114	  37	 -2.040	 -1.711	 0.541	 8.09	 0.52	11.30	  1820
UBC_384          	328.718	+52.821	  42	 -3.858	 -3.729	 0.393	 7.83	 1.30	11.82	  2307
UBC_385          	317.940	+60.092	  26	 -2.530	 -3.468	 1.178	 7.29	 1.20	 9.71	   876
UBC_386          	319.784	+61.952	  28	 -3.461	 -3.411	 0.809	 6.81	 0.96	10.41	  1206
UBC_387          	326.098	+58.756	  31	 -2.206	 -4.772	 0.610	 8.63	 1.31	10.91	  1519
UBC_388          	337.636	+56.552	  99	 -3.544	 -2.645	 0.241	 7.19	 1.89	12.79	  3616
UBC_389          	338.351	+58.378	  20	 -3.363	 -3.427	 0.410	 8.01	 1.21	11.63	  2114
UBC_39           	019.817	+61.019	  45	 -1.231	 -0.157	 0.478	 8.17	 1.35	11.55	  2045
UBC_390          	338.707	+58.276	  34	 -3.402	 -2.144	 0.194	 7.92	 1.58	12.95	  3888
UBC_391          	338.939	+59.051	  31	 -2.859	 -2.004	 0.393	 7.70	 2.38	11.83	  2326
UBC_392          	336.125	+64.926	  33	 -0.642	 -3.287	 1.056	 7.85	 1.47	 9.92	   965
UBC_393          	345.615	+56.953	 120	 -2.870	 -2.558	 0.261	 6.93	 2.03	12.90	  3805
UBC_394          	343.738	+59.247	  31	  2.152	  0.068	 1.092	 8.20	 1.85	 9.91	   958
UBC_395          	345.630	+57.199	  31	 -2.877	 -2.594	 0.408	 8.91	 1.31	11.67	  2160
UBC_396          	337.301	+66.526	  20	 -2.281	 -2.792	 0.943	 8.27	 1.85	10.05	  1021
UBC_397          	347.721	+58.627	  42	 -3.512	 -2.675	 0.258	 7.84	 2.44	12.76	  3571
UBC_398          	351.907	+60.416	  95	 -1.593	 -1.353	 0.312	     	     	     	
UBC_399          	351.341	+61.335	 216	 -4.023	 -2.093	 0.352	 7.58	 1.65	12.35	  2954
UBC_4            	061.002	+35.347	  44	 -0.759	 -5.696	 1.649	 8.72	 0.54	 8.91	   604
UBC_40           	022.643	+60.245	  27	 -1.082	 -0.556	 0.402	 7.90	 1.03	11.95	  2451
UBC_400          	353.077	+61.032	  83	 -3.659	 -1.993	 0.304	 7.84	 1.66	12.41	  3037
UBC_401          	355.553	+58.536	  28	 -2.048	 -1.191	 0.264	 7.77	 2.07	12.39	  3009
UBC_403          	357.222	+62.187	  27	 -3.442	 -1.428	 0.353	 8.13	 1.32	12.07	  2597
UBC_405          	358.532	+62.557	  59	 -2.231	 -0.469	 0.180	 7.72	 1.73	13.13	  4233
UBC_406          	000.597	+60.975	  78	 -3.141	 -1.474	 0.261	 7.74	 1.64	12.76	  3570
UBC_407          	004.566	+63.367	  81	 -3.085	 -0.537	 0.302	 7.58	 1.38	12.60	  3317
UBC_409          	006.701	+63.208	  88	 -2.914	 -0.399	 0.300	 8.30	 1.05	12.41	  3038
UBC_41           	023.255	+59.797	  47	 -0.787	 -0.708	 0.384	 7.81	 1.17	11.99	  2504
UBC_410          	006.999	+62.925	  36	 -3.132	 -0.957	 0.341	 7.58	 0.97	12.10	  2628
UBC_412          	012.987	+63.785	  37	 -1.631	 -0.257	 0.217	 7.33	 2.25	12.71	  3480
UBC_413          	017.628	+60.466	  11	 -2.377	 -0.358	 0.372	     	     	     	
UBC_414          	028.513	+61.992	  29	 -1.057	 -0.280	 0.310	 7.47	 1.53	12.33	  2929
UBC_415          	042.540	+72.914	  17	 -1.301	 -1.626	 1.096	 7.37	 1.06	 9.59	   829
UBC_416          	033.296	+63.856	  22	 -1.240	 -0.842	 0.336	 8.43	 2.13	12.27	  2846
UBC_417          	029.214	+54.430	  31	 -0.764	 -1.473	 0.489	 7.79	 0.38	11.61	  2095
UBC_418          	034.671	+59.832	 169	 -0.613	 -0.464	 0.358	 7.36	 1.96	12.38	  2988
UBC_419          	034.694	+58.924	  68	 -0.921	 -0.586	 0.395	 8.30	 1.22	11.85	  2346
UBC_420          	040.333	+60.871	 124	 -0.639	 -0.163	 0.431	 7.81	 1.65	11.81	  2304
UBC_421          	039.836	+57.802	  76	 -0.127	 -1.035	 0.399	 7.53	 1.68	11.96	  2466
UBC_422          	040.546	+58.171	  32	  0.618	 -0.693	 0.367	 7.75	 1.82	11.86	  2355
UBC_423          	048.257	+58.927	  16	  0.603	 -0.835	 0.359	 7.22	 2.64	12.01	  2518
UBC_424          	050.967	+51.237	  38	  0.073	 -1.670	 0.413	 8.59	 1.68	11.76	  2251
UBC_425          	059.236	+48.622	  32	  0.790	 -1.392	 0.318	 7.93	 2.29	12.44	  3069
UBC_426          	062.500	+50.103	  48	  0.760	 -2.207	 0.349	 8.10	 2.57	12.14	  2675
UBC_427          	071.783	+49.035	  43	  0.999	 -2.210	 0.289	 8.78	 1.22	12.48	  3130
UBC_428          	066.793	+44.670	  51	  1.303	 -1.370	 0.269	 8.38	 1.94	12.68	  3429
UBC_429          	072.578	+44.762	  29	 -0.342	 -1.028	 0.365	 8.48	 1.69	12.06	  2580
UBC_430          	071.449	+41.477	  20	  0.158	 -1.072	 0.274	 8.01	 1.16	12.48	  3129
UBC_431          	075.222	+41.232	  72	  0.422	 -1.084	 0.192	     	     	     	
UBC_432          	079.031	+39.518	  28	  0.323	 -1.876	 0.327	 8.52	 1.27	12.32	  2904
UBC_433          	087.696	+28.724	  17	  0.300	 -0.202	 0.183	 9.30	 1.00	13.40	  4786
UBC_434          	091.045	+28.050	  31	  0.415	 -0.980	 0.178	 8.27	 0.75	13.55	  5133
UBC_435          	090.682	+25.519	  25	 -0.095	 -1.598	 0.275	 8.58	 0.50	12.57	  3268
UBC_436          	094.897	+26.234	  30	 -0.362	 -2.087	 0.296	 8.75	 0.75	12.54	  3217
UBC_437          	089.533	+22.036	  32	  0.146	 -1.912	 0.493	 7.96	 1.22	11.48	  1978
UBC_438          	094.851	+15.287	  24	  0.155	 -0.390	 0.207	 6.64	 2.67	12.79	  3605
UBC_439          	094.541	+10.752	  32	  0.417	 -0.944	 0.303	 8.55	 0.81	12.43	  3056
UBC_44           	031.110	+54.359	  47	 -2.215	 -0.212	 0.360	 8.91	 0.51	12.19	  2737
UBC_440          	113.090	+06.015	  32	 -0.961	  1.217	 0.297	 9.01	 0.28	12.50	  3158
UBC_441          	099.998	-03.613	  34	  0.123	 -0.443	 0.471	 8.24	 0.84	11.50	  1991
UBC_442          	100.581	-04.624	  33	  0.184	 -0.220	 0.194	 9.16	 0.70	13.11	  4182
UBC_443          	098.638	-06.818	  48	  0.256	  0.076	 0.298	 8.95	 0.90	12.51	  3171
UBC_444          	105.311	-06.837	  26	 -1.506	 -2.490	 0.915	 8.69	 0.30	10.18	  1084
UBC_445          	108.501	-06.563	  36	 -0.916	 -1.322	 0.347	 8.51	 0.58	12.20	  2751
UBC_447          	106.389	-09.026	  69	 -1.089	 -0.146	 0.373	 8.39	 1.26	12.14	  2673
UBC_448          	113.508	-08.089	  22	 -1.429	  0.568	 0.304	 8.46	 0.30	12.49	  3144
UBC_449          	115.220	-12.892	  21	 -1.386	  1.797	 0.294	 8.60	 0.59	12.51	  3171
UBC_450          	110.103	-19.353	  38	 -1.844	  1.367	 0.315	 7.84	 0.72	12.41	  3040
UBC_451          	100.710	-23.700	  14	 -1.158	 -0.030	 0.517	 7.79	 0.07	11.37	  1882
UBC_452          	111.185	-19.225	  24	 -1.327	  0.652	 0.258	 9.00	 0.70	12.65	  3389
UBC_453          	109.524	-20.295	  43	 -0.851	  1.624	 0.201	 8.04	 1.45	13.27	  4501
UBC_454          	109.278	-20.661	  44	 -0.605	  1.162	 0.286	 8.40	 0.67	12.58	  3278
UBC_455          	115.386	-17.584	  23	 -1.943	  2.447	 0.243	 7.12	 0.77	12.74	  3527
UBC_456          	110.217	-20.780	  26	 -0.869	  1.160	 0.267	 8.03	 0.99	12.63	  3355
UBC_457          	109.850	-21.407	  35	 -1.913	  2.482	 0.351	 7.74	 0.84	12.12	  2653
UBC_458          	115.321	-18.699	  17	 -3.051	  2.932	 0.224	 8.46	 0.62	12.72	  3505
UBC_459          	115.101	-19.743	  30	 -1.032	  1.072	 0.369	 9.03	 0.86	11.90	  2396
UBC_46           	033.672	+57.318	  65	 -0.824	 -1.151	 0.401	 8.05	 1.35	12.10	  2626
UBC_460          	113.818	-21.318	  50	 -2.000	  3.190	 0.296	 7.51	 0.97	12.35	  2946
UBC_461          	119.210	-23.815	  72	 -2.657	  3.113	 0.286	 7.68	 0.45	12.53	  3210
UBC_462          	118.846	-24.033	   8	 -2.659	  3.041	 0.287	 7.60	 0.00	12.65	  3381
UBC_463          	116.554	-26.202	  12	 -3.726	  3.053	 0.447	 7.77	 0.13	11.53	  2027
UBC_464          	113.533	-28.127	  62	 -2.852	  3.672	 0.294	 7.15	 1.06	12.59	  3294
UBC_465          	118.863	-25.412	  78	 -2.379	  2.700	 0.187	 7.61	 0.68	13.40	  4780
UBC_466          	116.362	-27.239	  35	 -1.044	  2.936	 0.169	 8.60	 1.53	13.32	  4609
UBC_467          	123.177	-25.657	  31	 -3.054	  2.122	 0.168	 9.16	 0.18	13.55	  5122
UBC_468          	116.591	-30.762	  40	 -2.389	  3.302	 0.221	 7.04	 1.33	13.10	  4164
UBC_469          	116.589	-32.266	  30	 -2.243	  3.363	 0.249	 7.82	 1.88	12.56	  3251
